	sample_received_month	latitude	longitude	elevation	pH_laboratory	tta_laboratory	cfu_lab	cfu_yeasts	r_samp_source	r_samp_country	covid	r_dough_source	r_dough_stor_device	r_dough_cover	r_yeast_usage_prior	r_flour_type_red_red	r_flour_quality	r_flour_organic	r_flour_change	r_water_type	r_flour_additions	r_backslop_freq	r_refreshment_flour	r_temp_feeding	r_time_feeding	r_stor_feeding	r_dough_size_feeding	r_temp_storage	r_ph_value_citizen	cat	dog	other_with_hair	other_without_hair	r_plants	r_kids	r_flour_comp_not_determ	r_wheat	r_semi_wholemeal_wheat	r_wholemeal_wheat	r_rye	r_wholemeal_rye	r_wholemeal_spelt	r_spelt	r_barley	r_other_wheat_varieties	r_gluten_free_flour	p_number_sourdoughs	p_after_feeding	p_bread_making_frequency	p_skill	p_perceived_health_benefits	p_alcoholic_beverage	p_acid_beverage	p_dairy_products	p_fermented_vegetables_fruits	p_other_fermentations	dough_age	sample_transport_dur	dough_yield	s_grain_cereal_score	s_fermented_score	s_veggie_score	s_animal_score	s_chemical_score	s_body_odour_score	s_fruity_score	s_toasted_score	s_sour_score	s_ocean_score	s_earthy_score	s_fermented_dairy_score	s_nutty_score	hub	cluster
c941e	March	50.7	12.43	332	3.58	26.13	9.11592223	6.30103	household	Germany	pre	started myself	glass jar	closed lid	yes	wheat	wholemeal	yes	yes	tap water	no	2	50	23	8	kitchen counter	50	7	4.6	no	no	no	no	yes	no	no	0	1	0	0	1	0	0	0	0	0	2	fridge	4	>5	no	no	no	no	yes	no	7	9	220	1	1	1	0	0	0	0	1	0	0	1	0	1	ETHZ	2
f133f	February	50.88	12.79	343	3.52	29.01	8.95499577	5.89431606	household	Germany	pre	started myself	glass jar	loose lid	yes	wheat	wholemeal	no	no	tap water	no	4	50	25	6	warm place	110	5	4.6	no	no	no	yes	yes	yes	no	0	0	1	0	1	0	0	0	0	0	2	fridge	8	2 to 5	yes	no	no	yes	yes	no	9	10	200	2	0	0	0	0	0	0	0	0	0	0	1	0	ETHZ	5
8e49c	February	50.88	12.79	343	3.59	26.51	9.21639287	5.75739603	household	Germany	pre	started myself	glass jar	loose lid	yes	rye	wholemeal	no	no	tap water	no	4	50	25	6	warm place	105	5	4.6	no	no	no	yes	yes	yes	no	0	0	0	0	1	0	0	0	0	0	2	fridge	8	2 to 5	yes	no	no	yes	yes	no	9	10	200	1	0	0	0	0	0	0	0	1	0	0	1	0	ETHZ	5
f036f	February	50.94	7.55	281	3.57	17.94	9.68826768	6.64132592	household	Germany	pre	started myself	glass jar	closed lid	yes	other	mix	no	yes	tap water	no	4	100	25	5	proofing chamber	100	4	4.1	no	no	no	no	no	yes	no	0.5	0	0	0.5	0	0	0	0	0	0	2	fridge	4	>5	no	no	no	yes	yes	no	7	8	200	1	1	0	0	0	0	0	0	0	0	0	1	0	ETHZ	3
04fb3	February	50.94	7.55	281	3.65	13.37	9.2888218	6.99352421	household	Germany	pre	started myself	glass jar	closed lid	yes	wheat	endosperm	no	no	tap water	no	4	50	30	3	proofing chamber	150	4	4.6	no	no	no	no	no	yes	no	1	0	0	0	0	0	0	0	0	0	2	fridge	4	>5	no	no	no	yes	yes	no	10	8	250	0	1	0	0	0	0	1	0	0	0	0	1	0	ETHZ	5
a496c	February	49.79	9.94	192	3.72	13.89	10.7810369	7.93288908	household	Germany	pre	started myself	glass jar	loose lid	no	wheat	endosperm	yes	no	tap water (descaled/filtered)	no	4	80	20	4	kitchen counter	80	5	5	no	no	no	no	yes	no	no	1	0	0	0	1	0	0	0	0	0	3	fridge	4	2 to 5	yes	no	no	yes	yes	no	4	4	150	1	0	0	0	0	0	0	0	0	0	0	2	0	ETHZ	3
a3096	February	49.79	9.94	192	3.83	27.99	10.3283796	7.67089966	household	Germany	pre	started myself	glass jar	closed lid	no	wheat	wholemeal	yes	no	tap water (descaled/filtered)	no	8	80	20	4	kitchen counter	80	5	4.5	no	no	no	no	yes	no	no	0	0	1	0	1	0	0	0	0	0	3	fridge	4	2 to 5	yes	no	no	yes	yes	no	5	4	200	2	0	0	0	0	0	0	0	0	0	0	0	0	ETHZ	3
5667e	February	49.79	9.94	192	3.89	30.7	10.3053514	7.25949065	household	Germany	pre	started myself	glass jar	closed lid	no	rye	wholemeal	yes	no	tap water (descaled/filtered)	no	8	80	20	4	kitchen counter	80	5	4	no	no	no	no	yes	no	no	0	0	0	0	1	0	0	0	0	0	3	fridge	4	2 to 5	yes	no	no	yes	yes	no	7	4	200	1	2	0	0	0	0	0	1	0	0	0	1	0	ETHZ	3
83b88	February	48.08	12.23	481	3.77	19.64	9.99794265	7.80497465	household	Germany	pre	started myself	glass jar	closed lid	yes	rye	endosperm	yes	yes	tap water	yes	4	60	25	17	warm place	100	5	4.4	no	yes	no	no	no	no	no	0	0	0	1	1	0	0	0	0	0	3	fridge	4	>5	no	no	no	yes	yes	no	20	5	200	0	0	0	0	0	0	1	0	0	0	0	1	0	ETHZ	5
41dbd	February	48.08	12.23	481	3.56	13.51	9.7624908	7.25241312	household	Germany	pre	started myself	glass jar	closed lid	yes	spelt	wholemeal	yes	yes	tap water	no	4	70	25	17	warm place	60	5	5.1	no	yes	no	no	no	no	no	0	0	0	0	1	1	0	0	0	0	3	fridge	4	>5	no	no	no	yes	yes	no	12	5	171.4285714	0	1	0	0	0	0	0	0	0	0	0	2	0	ETHZ	5
c85ed	February	48.08	12.23	481	3.68	11.79	9.88765953	7.17003621	household	Germany	post	started myself	glass jar	closed lid	yes	wheat	endosperm	yes	no	tap water	no	4	70	25	3	warm place	40	5	5.1	no	yes	no	no	no	no	no	1	0	0	0	1	0	0	0	0	0	3	fridge	4	>5	no	no	no	yes	yes	no	0	5	128.5714286	0	1	0	0	0	0	0	0	0	0	0	1	0	ETHZ	5
fb644	February	48.62	10.23	473	3.69	22.41	9.46457183	2.60205999	household	Germany	pre	started myself	glass jar	closed lid	yes	wheat	wholemeal	yes	no	tap water	no	4	90	20	24	warm place	110	5	3.8	no	no	no	no	yes	no	no	0	1	0	1	0	0	0	0	0	0	4	fridge	8	2 to 5	yes	no	no	yes	no	no	6	8	138.8888889	0	1	0	0	0	0	0	0	0	0	0	0	0	ETHZ	3
392c1	February	48.62	10.23	473	3.63	27.23	9.59492657	6	household	Germany	pre	started myself	glass jar	closed lid	yes	rye	endosperm	yes	no	tap water	no	4	50	20	24	warm place	100	5	3.8	no	no	no	no	yes	no	no	0	0	0	1	0	0	0	0	0	0	4	fridge	8	2 to 5	yes	no	no	yes	no	no	4	8	200	0	1	0	0	0	0	0	0	0	0	0	0	0	ETHZ	3
e58a4	February	48.62	10.23	473	3.61	26.57	9.68208972	0	household	Germany	pre	started myself	glass jar	closed lid	yes	rye	endosperm	yes	no	tap water	no	4	50	20	24	warm place	100	5	3.8	no	no	no	no	yes	no	no	0	0	0	1	0	0	0	0	0	0	4	fridge	8	2 to 5	yes	no	no	yes	no	no	5	8	200	0	1	0	0	0	0	0	0	0	0	0	0	0	ETHZ	3
e3103	February	48.62	10.23	473	3.71	18.02	9.58267793	7.56820172	household	Germany	covid	started myself	glass jar	closed lid	yes	spelt	endosperm	yes	no	tap water	no	4	50	20	24	warm place	100	5	4.1	no	no	no	no	yes	no	no	0	0	0	1	0	0	1	0	0	0	4	fridge	8	2 to 5	yes	no	no	yes	no	no	3	8	200	1	0	0	0	0	0	0	0	0	0	0	0	0	ETHZ	3
5b789	February	49.3	10.06	467	3.73	22.97	9.21688148	7.46082773	bakery	Germany	pre	received from a bakery	plastic container	closed lid	yes	rye	wholemeal	yes	no	tap water	no	4	25	28	6	proofing chamber	50	4	4.1	no	no	no	no	no	no	no	0	0	0	0	1	0	0	0	0	0	4	fridge	4	professional	yes	no	yes	no	no	no	5	7	200	3	0	2	0	0	0	0	0	1	0	0	0	0	ETHZ	1
64c5f	February	49.51	8.21	114	3.6	14.15	9.51558609	7.46082773	bakery	Germany	pre	started myself	glass jar	closed lid	no	rye	endosperm	yes	no	tap water	no	8	100	20	12	kitchen counter	100	6	4.4	no	no	no	no	no	no	no	0	0	0	1	0	0	0	0	0	0		other				no	no	no	no	no	7	9	200	0	1	0	0	1	0	1	0	0	0	0	1	0	ETHZ	3
1fd69	February	49.51	8.21	114	3.77	17.82	9.40218898	5.80345712	bakery	Germany	covid	started myself	glass jar	closed lid	no	rye	endosperm	yes	no	tap water	no	4	100	30	4	proofing chamber	200	6	4.3	no	no	no	no	no	no	no	0	0	0	1	0	0	0	0	0	0	5	fridge	4	professional	yes	no	no	yes	yes	no	2	9	200	0	0	1	0	0	0	0	0	0	0	1	1	0	ETHZ	5
32ad2	February	49.51	8.21	114	3.66	14.75	8.95624983	6.84509804	bakery	Germany	pre	received from a home baker	plastic container	closed lid	no	wheat	endosperm	yes	no	tap water	no	12	100	30	3	proofing chamber	250	6	4.6	no	no	no	no	no	no	no	1	0	0	0	0	0	0	0	0	1	5	fridge	8	professional	yes	no	no	yes	yes	no	6	9	150	0	2	0	0	1	0	0	0	0	0	0	1	0	ETHZ	3
3d11e	February	49.51	8.21	114	3.51	25.98	9.81431644	5.09342169	bakery	Germany	pre	started myself	glass jar	closed lid	no	rye	endosperm	yes	no	tap water	no	8	100	20	12	kitchen counter	100	6	4.3	no	no	no	no	no	no	no	1	0	0	1	0	0	0	0	0	0	5	fridge	8	professional	yes	no	no	yes	yes	no	7	9	200	1	1	0	0	0	0	0	0	1	0	0	1	1	ETHZ	3
213a4	January	47.52	12.1	527	3.97	20.06	4.6441556	2	household	Austria	pre	received from a bakery	plastic container	closed lid	yes	rye	endosperm	yes	yes	tap water	no	1	60	22	14	kitchen counter	50	4		no	no	no	no	no	yes	no	0	0	0	1	0	0	0	0	0	0	1	fridge	1	>5	yes	no	no	no	no	no	9	14	200														ETHZ	3
3c90a	January	47.5	12.07	505	3.8	17.92	9.48855072	4.52371557	household	Austria	post	started myself	glass jar	closed lid	yes	rye	endosperm	no	no	tap water	no	2	50	20	14	kitchen counter	20	2		no	no	no	no	yes	no	no	0	0	0	1	0	0	0	0	0	0	1	fridge	3	0.5 to 2	yes	no	no	yes	yes	no	1	7	200														ETHZ	5
8b3a3	February	47.38	8.55	484	3.95	17.61	8.767126001	8.23329708	household	Switzerland	post	started myself	glass jar	closed lid	yes	wheat	endosperm	yes	yes	tap water	no	1	250	4	1	kitchen counter	500	4	4.1	no	yes	no	no	no	no	no	1	0	0	0	0	0	0	0	0	0		other				no	no	no	no	no	1	0	200	1	1	1	0	0	0	1	0	0	0	0	1	0	ETHZ	4
2ddc5	February	47.38	8.55	484	4.17	12.08	8.527699646	8.00056273	household	Switzerland	post	started myself	glass jar	closed lid	no	rye	endosperm	yes	yes	tap water	no	1	400	21	12	proofing chamber	500	4	4.1	no	yes	no	no	no	no	no	0	0	0	1	0	0	0	0	0	0		other				no	no	no	no	no	1	0	200	1	2	1	0	0	0	1	0	0	0	0	0	0	ETHZ	3
cf361	February	47.38	8.55	484	3.61	16.23	8.92583249	6	household	Switzerland	post	started myself	glass jar	closed lid	no	spelt	endosperm	yes	yes	tap water	no	1	250	4	15	fridge	500	4	3.8	no	yes	no	no	no	no	no	0	0	0	0	0	0	1	0	0	0		other				no	no	no	no	no	1	0	200	2	1	2	0	0	0	1	0	0	0	0	1	0	ETHZ	4
9399b	February	47.38	8.55	484	3.9	15.31	9.815036639	8.0189355	household	Switzerland	post	started myself	glass jar	closed lid	yes	rye	wholemeal	yes	yes	tap water	no	1	250	4	1	fridge	500	4	3.8	no	yes	no	no	no	no	no	0	0	0	0	1	0	0	0	0	0		other				no	no	no	no	no	1	0	200	2	0	3	0	0	0	2	0	0	0	0	1	0	ETHZ	4
eb0aa	February	47.38	8.55	435	4.14	9	10.6180481	8.13818338	household	Switzerland	covid	started myself	glass jar	closed lid	yes	wheat	wholemeal	yes	no	tap water	no	12	270	20	12	kitchen counter	270	4	4.1	no	yes	no	no	no	no	no	0	1	0	0	0	0	0	0	0	0		other				no	no	no	no	no	3	28	200	1	1	0	0	0	0	1	0	0	0	0	1	0	ETHZ	3
57c13	March	47.4	8.55	492	3.95	16.47	9.47129171	7.05614226	household	Switzerland	post	started myself	glass jar	closed lid	yes	rye	wholemeal	yes	no	tap water	no	4	25	18	24	kitchen counter	62.5	4	4.3	no	no	no	no	no	no	no	0	0	0	0	1	0	0	0	0	0	1	keep at RT	4	<0.5	no	no	no	no	no	no	0	8	200	1	1	0	0	0	0	0	0	0	0	0	2	0	ETHZ	3
eaca9	February	47.22	8.68	494	3.66	24.77	9.49968708	5.45024911	household	Switzerland	pre	started myself	glass jar	loose lid	yes	wheat	wholemeal	no	yes	tap water	no	8	200	22	3	kitchen counter	100	8	5	no	no	no	no	yes	no	no	0	0	1	0	0	0	0	0	0	0	1	fridge	8	>5	yes	no	no	yes	yes	no	7	10	200	1	0	1	0	0	0	1	0	0	0	0	2	0	ETHZ	3
621f0	February	46.97	9.68	639	3.83	16.6	9.75750832	8.37133408	household	Switzerland	pre	received from a home baker	glass jar	closed lid	yes	rye	wholemeal	yes	yes	tap water	no	4	50	22	24	kitchen counter	100	8	5.1	no	no	no	no	yes	yes	no	0	0	0	0	1	0	0	0	0	0	1	fridge	4	>5	yes	no	yes	no	yes	no	5	6	200	2	2	0	0	0	0	2	0	1	0	0	0	0	ETHZ	3
8e1b7	March	46.24	6.25	445	3.64	16.18	9.15065809	7.71050783	artisanal bakery	Switzerland	pre	received from a home baker	plastic container	loose lid	yes	wheat	endosperm	yes	yes	tap water	no	30	600	21	12	other	6500	22	4.2	yes	no	no	no	no	yes	no	1	0	0	0	0	0	0	0	0	0	1	keep at RT	16	professional	yes	yes	no	yes	yes	no	8	3	200	2	1	1	0	1	0	0	0	1	0	0	3	0	ETHZ	2
bbebf	March	47.09	7.13	816	3.86	20.92	9.62868813	7.25527251	household	Switzerland	post	started myself	glass jar	closed lid	yes	rye	wholemeal	yes	no	tap water (descaled/filtered)	no	2	50	23	13	kitchen counter	50	5	4.1	no	no	yes	yes	yes	yes	no	0	0	0	1	1	0	0	0	0	0	1	fridge	1	0.5 to 2	yes	yes	no	no	yes	no	1	4	200	1	2	1	0	0	0	0	0	0	0	0	1	0	ETHZ	5
e5854	March	47.07	6.73	1112	3.62	13.46	8.27811963	6.47712125	household	Switzerland	post	started myself	plastic container	loose lid	no	other	mix	yes	no	tap water (descaled/filtered)	no	4	100	21	6	kitchen counter	165	5	4.5	no	no	yes	no	no	no	no	0.3	0	0	0.3	0	0	0.25	0	0.4	0	1	fridge	4	>5	yes	no	no	no	no	no	1	5	209	0	0	0	0	1	1	0	1	2	0	0	0	0	ETHZ	5
09a17	May	47.39	7.14	542	3.67	13.84	8.473411557	7.465721507	artisanal bakery	Switzerland	pre	received from a home baker	glass jar	other	no	wheat	endosperm	yes	no	tap water	yes	4	1245	26	10	kitchen counter	800	5	4.3	yes	no	no	no	no	no	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	professional	yes	no	no	no	no	no	10	3	200.4016064	1	2	0	0	0	0	0	0	1	0	0	0	0	ETHZ	2
06ba8	June	47.35	8.57	458	3.67	17.88	8.429580722	6.32169246	household	Switzerland	post	received from a home baker	glass jar	loose lid	no	wheat	endosperm	no	no	tap water	no	2	20	22	10	kitchen counter	100	6		no	no	yes	no	yes	yes	no	1	0	0	0	0	0	0	0	0	0	2	fridge	4	0.5 to 2	yes	no	no	no	no	no	2	2	200														ETHZ	3
a0285	June	47.35	8.57	458	3.62	20.32	9.041673836	6.422425676	household	Switzerland	post	other	plastic container	closed lid	no	rye	endosperm	no	yes	tap water	no	2	10	22	8	kitchen counter	1	6		no	no	yes	no	yes	yes	no	0	0	0	1	0	0	0	0	0	0	2	fridge	1	0.5 to 2	yes	no	no	no	no	no	1	2	200														ETHZ	4
a5dc1	July	46.93	9.77	1265	3.7	17.29	9.096598275	7.991226076	household	Switzerland	post	received from a home baker	glass jar	loose lid	yes	other	mix	yes	yes	tap water	no	4	60	20	12	kitchen counter	100	6		no	no	no	no	no	no	no	0	0	0	0.5	0	0	0.5	0	0	0	2	fridge	4	>5	yes	no	no	no	yes	no	0	2	250														ETHZ	4
5c0a0	July	46.93	9.77	1265	3.68	17.68	9.123201569	7.141422752	household	Switzerland	post	received from a home baker	glass jar	loose lid	yes	spelt	endosperm	yes	no	tap water	no	4	60	20	12	kitchen counter	100	6		no	no	no	no	no	no	no	0	0	0	0	0	0	1	0	0	0	2	fridge	4	>5	yes	no	no	no	yes	no	2	2	250														ETHZ	4
7a7cc	April	47.38	8.48	427	4.02	15.79	8.931636098	8.934498451	household	Switzerland	covid	received from a home baker	glass jar	loose lid	no	rye	wholemeal	yes	yes	tap water	no	2	10	5		fridge	100	5	4.8	no	no	no	no	yes	no	no	0	0	0	1	1	0	0	0	0	0	1	fridge	4	2 to 5	no	no	no	no	no	no	4	10	250	0	2	0	0	0	0	0	0	0	0	0	0	0	ETHZ	1
7b3a1	April	47.27	8.58	447	3.65	23.57	8.620497245	7.756589051	household	Switzerland	post	started myself	glass jar	closed lid	yes	rye	wholemeal	yes	no	tap water	no	2	100	30	9	warm place	40	8	4.4	no	no	no	no	no	no	no	0	0	0	0	1	0	0	0	0	0	1	fridge	3	>5	yes	no	no	no	no	no	0	8	200	1	0	0	0	0	0	0	0	1	0	0	0	0	ETHZ	3
93a6f	June	47.42	9.36	684	3.83	20.4	8.995203876	4.829303773	household	Switzerland	pre	received from a home baker	glass jar	loose lid	yes	other	mix	yes	yes	tap water	no	2	100	23	9	kitchen counter	200	6	4.4	no	no	no	no	yes	no	no	0.9	0	0	0.05	0	0	0.05	0	0	0	1	fridge	4	2 to 5	yes	no	no	no	no	no	5	4	200	1	1	2	0	0	0	0	0	0	1	0	2	0	ETHZ	3
b1b65	May	47.53	7.57	294	3.61	11.01	8.884913916	7.358876294	household	Switzerland	covid	started myself	glass jar	loose lid	yes	wheat	endosperm	no	no	tap water	no	2	100	25	5	warm place	260	4	4.8	no	no	no	no	no	no	no	1	0	0	0	0	0	0	0	0	0	1	fridge		2 to 5	yes	no	yes	no	no	no	4	7	160	0	0	0	0	1	0	0	0	0	0	0	0	0	ETHZ	4
3c073	March	47.09	8.28	484	3.62	10.32	8.743642776	7.484238087	household	Switzerland	pre	started myself	plastic container	loose lid	no	wheat	endosperm	yes	yes	tap water	no	2	150	18	10	kitchen counter	200	4	4.4	no	no	no	no	yes	no	no	1	0	0.5	0	0	0	0	0	0	0	1	fridge	4	>5	yes	no	no	no	no	no	5	5	166.6666667	1	1	2	0	3	1	1	1	0	1	1	1	0	ETHZ	3
09aee	May	47.4	8.51	526	3.6	13.86	8.003605669	7.322129885	household	Switzerland	pre	started myself	glass jar	closed lid	no	wheat	endosperm	yes	yes	tap water	no	8	100	28	6	kitchen counter	25	5	4.4	yes	no	no	no	yes	no	no	1	1	0	0	0	0	0	0	0	0	2	fridge	4	>5	yes	no	yes	yes	yes	no	7	2	150	0	1	0	0	0	0	0	0	0	0	0	1	0	ETHZ	2
9beb5	May	47.4	8.51	526	3.64	18.12	7.626151063	0	household	Switzerland	pre	started myself	glass jar	closed lid	no	wheat	wholemeal	yes	yes	tap water	no	8	50	28	4	kitchen counter	25	5	4.4	yes	no	no	no	yes	no	no	0	1	1	0	0	0	0	0	0	0	1	fridge	4	>5	yes	no	yes	yes	yes	no	7	2	200	1	1	0	0	0	0	0	0	0	0	0	1	0	ETHZ	2
721c6	April	47.41	8.54	449	3.59	19.57	8.888143983	7.322219295	household	Switzerland	covid	received from a home baker	glass jar	loose lid	yes	wheat	wholemeal	yes	yes	tap water	no	30	35	22	10	kitchen counter	75	22	3.87	no	no	no	no	yes	no	no	0	1	1	0	0	0	0	0	0	0	1	keep at RT	4	>5	yes	yes	no	no	yes	no	3	8	200	0	0	0	0	1	0	0	0	0	0	1	1	0	ETHZ	1
e8412	May	47.37	8.54	421	3.75	16.05	8.639080487	7.007448838	household	Switzerland	covid	started myself	glass jar	loose lid	no	rye	endosperm	yes	no	tap water	no	4	150	23	6	kitchen counter	150	4	4.4	no	no	no	no	no	no	no	0	0	1	1	0	0	0	0	0	0	2	fridge	1	2 to 5	yes	no	yes	no	yes	no	4	4	200	3	2	2	0	2	0	1	0	1	0	0	2	1	ETHZ	3
214f2	May	47.37	8.54	421	3.81	9.57	8.740835942	7.090464891	household	Switzerland	covid	started myself	glass jar	loose lid	no	wheat	wholemeal	yes	no	tap water	no	4	110	24	6	kitchen counter	150	4	4	no	no	no	no	no	no	no	0	0	1	0	0	0	0	0	0	0	2	fridge	1	2 to 5	yes	no	yes	no	yes	no	4	4	200	4	1	0	0	0	0	0	1	0	0	0	0	1	ETHZ	3
b67de	March	47.49	7.5	375	3.47	14.06	9.132284535	8.518653157	household	Switzerland	pre	received from a bakery	plastic container	loose lid	yes	wheat	endosperm	yes	yes	bottled water	no	4	200	18	8	kitchen counter	100	3	4.8	no	yes	no	no	yes	no	no	1	0	0	0	0	0	0	0	0	0	1	fridge	1	2 to 5	yes	no	yes	no	yes	no	20	2	150	1	1	0	0	0	0	0	0	0	0	0	0	0	ETHZ	4
6ddcd	May	47.42	8.41	423	3.72	20.4	10.117826	5.205475037	household	Switzerland	post	other	plastic container	closed lid	no	spelt	endosperm	yes	yes	tap water	no	1	45	20	7	kitchen counter	100	5	4.4	no	no	no	no	yes	no	no	0	0	0.5	0	0	0	1	0	0	0	1	fridge	1	<0.5	yes	no	no	no	no	no	0	5	250	0	1	0	0	0	0	0	0	1	0	0	1	0	ETHZ	3
d378d	March	50.07	14.39	253	3.49	29.72	8.89338318	5.36731701	household	Czechia	covid	started myself	glass jar	closed lid	yes	rye	endosperm	yes	yes	bottled water	no	4	25	21	24	kitchen counter	60	6	4.4	no	no	no	no	no	yes	no	0	0	0	1	0	0	0	0	0	0	1	fridge	4	>5	yes	yes	no	no	no	no	3	15	200	0	0	0	0	0	0	1	0	0	0	0	0	0	ETHZ	3
946fc	March	50.07	14.44	241	3.53	13.65	9.27881115	6.26481782	artisanal bakery	Czechia	covid	received from a home baker	plastic container	loose lid	yes	wheat	endosperm	no	no	tap water	no	30	8600	25	8	proofing chamber	20000	25	4.4	no	no	no	no	no	no	no	1	0	0	0	0	0	0	0	0	0	1	keep at RT	30	2 to 5	yes	no	no	no	no	no	2	16	200	0	2	0	0	0	0	0	0	1	0	0	2	0	ETHZ	1
518ba	March	50.09	14.45	199	3.45	25.57	8.76641285	4.09652543	artisanal bakery	Czechia	pre	started myself	other	loose lid	no	rye	endosperm	yes	no	tap water	no	30	500	27	6	kitchen counter	1300	27	4.4	no	yes	no	no	no	yes	no	0	0	0	1	0	0	0	0	0	0	1	keep at RT	30	professional	no	no	yes	no	yes	no	8	15	200	1	0	0	0	0	0	0	0	0	0	0	1	0	ETHZ	1
4d52a	March	50.09	14.46	260	3.79	26.62	5.42101727	3.97921229	bakery	Czechia	pre	received from a bakery	plastic container	closed lid	no	rye	endosperm	yes	no	tap water	no	30	150	20	7	kitchen counter				no	yes	no	no	no	yes	no	0	0	0	1	0	0	0	0	0	0	1	keep at RT	30		yes	yes	yes	yes	yes	no	4	14	200														ETHZ	1
c3fe0	March	50.07	14.46	236	3.65	13.24	7.56668716	5.80617997	household	Czechia	pre	received from a bakery	glass jar	closed lid	yes	wheat	wholemeal	yes	yes	tap water	no	12	80	22	11	kitchen counter				no	no	no	no	yes	yes	no	0.5	0	0.5	0	0	0	0	0	0	0	1	keep at RT	30	professional	yes	no	no	yes	yes	no	12	14	200														ETHZ	1
abfdc	March	50.08	14.46	265	3.7	21.24	3.74955521	6.372912	household	Czechia	post	started myself				other	other													no	no	no	no			no	0	0	0	0	0	0	0	0	0	0		other				no	no	no	no	no		14															ETHZ	2
aa4f6	March	50.08	14.46	265	3.64	22.34	0	0	household	Czechia	post	started myself				other	other													no	no	no	no			no	0	0	0	0	0	0	0	0	0	0		other				no	no	no	no	no		11															ETHZ	1
d48ff	April	47.43	9.4	667	3.67	20.69	8.434426086	4.559528558	household	Switzerland	post	started myself	glass jar	loose lid	yes	wheat	wholemeal	yes	no	tap water	no	4	100	23	10	other	375	6	4.4	no	no	no	no	yes	no	no	0	1	1	0	0	0	0	0	0	0	1	fridge	3	<0.5	no	no	no	no	no	no	0	11	175	0	2	0	0	1	1	0	0	1	0	0	0	0	ETHZ	3
abfa2	April	47.41	8	439	3.54	16.02	9.051040116	6.073118203	household	Switzerland	pre	received from a home baker	glass jar	closed lid	no	rye	endosperm	yes	no	tap water	no	4	50	22	12	kitchen counter	150	5		no	no	no	no	no	yes	no	0	0	0	1	0	0	0	0	0	0	1	fridge	4	>5	yes	no	no	no	yes	no	9	4	220														ETHZ	3
baa7c	April	47.14	8.45	446	3.74	18.07	9.738780558	10.30103	household	Switzerland	post	started myself	glass jar	loose lid	yes	other	mix	yes	yes	tap water	no	8	30	23	6	kitchen counter	40	7	4.8	no	no	no	no	yes	no	no	0.25	0	0	0.25	0.22222	0	0.25	0	0.25	0	1	fridge	4	0.5 to 2	yes	no	no	yes	yes	no	1	8	200	2	1	0	0	0	0	0	0	2	0	0	0	0	ETHZ	3
7c390	May	47.31	7.76	449	3.69	14.54	9.185620241	6.975040145	household	Switzerland	covid	started myself	glass jar	loose lid	yes	wheat	endosperm	no	no	tap water	no	2	50	29	4	warm place	125	5	4.4	no	no	no	no	yes	yes	no	1	0	0	0	0	0	0	0	0	0	1	fridge	3	2 to 5	yes	no	no	no	yes	no	4	3	150	0	0	0	0	2	0	1	0	1	0	0	0	0	ETHZ	3
6f0ec	June	46.81	7.13	657	3.52	24.5	9.257446922	6.928460027	household	Switzerland	post	started myself	glass jar	loose lid	no	other	mix	yes	no	tap water	no	4	100	21	10	kitchen counter	200	8	4.8	no	no	no	no	no	no	no	0.5	0	0	0.5	0	0	0	0	0	0	1	fridge	4	0.5 to 2	yes	no	no	no	no	no	2	4	200	1	1	0	0	0	0	0	1	3	1	0	1	0	ETHZ	3
c7253	May	46.95	9.58	562	3.44	27.59	9.491361694	6.993721074	household	Switzerland	post	received from a home baker	glass jar	loose lid	yes	wheat	wholemeal	no	no	tap water	no	4	50	22	10	kitchen counter	100	8	4.4	no	no	no	no	yes	no	no	1	1	0	0	0	0	0	0	0	0	1	fridge	4	0.5 to 2	no	no	no	no	no	no	2	4	200	1	0	0	0	0	0	0	0	0	0	0	1	1	ETHZ	4
a5819	April	47.08	8.45	562	3.61	15.91	8.739747127	6.847831046	household	Switzerland	post	started myself	glass jar	loose lid	yes	wheat	endosperm	no	yes	tap water	no	4	50	20	4	kitchen counter	125	5	4.6	yes	no	no	no	yes	no	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	0.5 to 2	yes	no	no	yes	yes	no	1	11	200	1	1	0	0	0	0	0	0	0	0	1	1	0	ETHZ	3
baf1f	April	46.29	7.89	653	3.59	13.07	10.44715803	7.963963487	household	Switzerland	covid	started myself	glass jar	closed lid	no	wheat	endosperm	no	yes	tap water	no	8	50	24	12	kitchen counter	120	3	4.4	no	no	no	no	no	no	no	1	0	0	0	0	0	0	0	0	0	1	fridge	4	2 to 5	yes	no	no	no	no	no	3	6	200	1	2	0	0	0	0	1	0	0	0	0	0	0	ETHZ	3
beae5	April	47.24	8.97	558	3.46	13.28	8.097352879	6.888182544	household	Switzerland	post	received from a home baker	glass jar	loose lid	yes	wheat	endosperm	no	no	tap water	no	8	100	21	1	kitchen counter	300	5	4.6	yes	no	no	no	yes	yes	no	1	0	0	0	0	0	0	0	0	0	1	fridge	12	<0.5	yes	no	no	no	no	no	0	4	200	1	0	0	0	0	0	1	0	0	0	0	1	0	ETHZ	4
